09/08/23 09:07;Intervalle;0,0004;;;;;;;;0,0746470588235294;;-0,604;-0,147;-0,091;0,0746;0;;;0,0004;187,5;0,075
09/08/23 09:07;Intervalle;0,0004;;;;;;;;0,0742941176470588;;-0,612;-0,148;-0,095;0,0743;0;;;0,0004;187,5;0,075
09/08/23 09:07;Intervalle;0,0004;;;;;;;;0,0739411764705882;;-0,601;-0,149;-0,093;0,0739;0;;;0,0004;187,5;0,075
09/08/23 09:07;Intervalle;0,0004;;;;;;;;0,0731176470588235;;-0,607;-0,15;-0,093;0,0731;0;;;0,0004;187,5;0,075
09/08/23 09:07;Intervalle;0,0004;;;;;;;;0,0715882352941176;;-0,601;-0,149;-0,093;0,0716;0;;;0,0004;187,5;0,075
09/08/23 09:07;Intervalle;0,0004;;;;;;;;0,0704117647058823;;-0,604;-0,15;-0,091;0,0704;0;;;0,0004;187,5;0,075
09/08/23 09:07;Intervalle;0,0004;;;;;;;;0,069235294117647;;-0,604;-0,149;-0,093;0,0692;0;;;0,0004;187,5;0,075
09/08/23 09:07;Intervalle;0,0004;;;;;;;;0,0680588235294118;;-0,604;-0,149;-0,091;0,0681;0;;;0,0004;187,5;0,075
09/08/23 09:07;Intervalle;0,0004;;;;;;;;0,0668823529411765;;-0,614;-0,148;0,004;0,0669;0;;;0,0004;202,5;0,081
09/08/23 09:08;Intervalle;0,0004;;;;;;;;0,0657058823529412;;-0,607;-0,147;0,002;0,0657;0;;;0,0004;157,5;0,063
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0666470588235294;;-0,614;-0,149;-0,092;0,0666;0;;;0,0005;126;0,063
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0666470588235294;;-0,601;-0,149;0,002;0,0666;0;;;0,0005;110;0,055
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0666470588235294;;-0,607;-0,151;-0,091;0,0666;0;;;0,0005;110;0,055
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0666470588235294;;-0,609;-0,149;-0,092;0,0666;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0666470588235294;;-0,599;-0,15;-0,094;0,0666;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0666470588235294;;-0,601;-0,149;-0,093;0,0666;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0666470588235294;;-0,607;-0,149;-0,091;0,0666;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0662941176470588;;-0,599;-0,148;-0,091;0,0663;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,067;;-0,607;-0,151;0,005;0,0670;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,067;;-0,612;-0,151;0,003;0,0670;0;;;0,0006;125;0,075
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0674705882352941;;-0,604;-0,15;-0,091;0,0675;0;;;0,0006;125;0,075
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0679411764705882;;-0,591;-0,15;-0,093;0,0679;0;;;0,0006;125;0,075
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0684117647058823;;-0,594;-0,147;-0,092;0,0684;0;;;0,0006;125;0,075
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0688823529411765;;-0,601;-0,148;-0,093;0,0689;0;;;0,0006;125;0,075
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0707058823529412;;-0,607;-0,15;-0,093;0,0707;0;;;0,0006;125;0,075
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0725294117647059;;-0,599;-0,15;-0,092;0,0725;0;;;0,0005;150;0,075
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,072;;-0,599;-0,152;-0,091;0,0720;0;;;0,0005;150;0,075
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0707058823529412;;-0,607;-0,15;0,002;0,0707;0;;;0,0005;126;0,063
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0703529411764706;;-0,591;-0,145;-0,092;0,0704;0;;;0,0005;126;0,063
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,07;;-0,612;-0,152;-0,092;0,0700;0;;;0,0005;126;0,063
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0696470588235294;;-0,612;-0,152;-0,092;0,0696;0;;;0,0005;126;0,063
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0692941176470588;;-0,607;-0,149;-0,093;0,0693;0;;;0,0005;126;0,063
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0689411764705882;;-0,614;-0,145;0,004;0,0689;0;;;0,0005;172;0,086
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0685882352941176;;-0,612;-0,15;-0,092;0,0686;0;;;0,0005;172;0,086
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0682352941176471;;-0,607;-0,15;0,001;0,0682;0;;;0,0005;92;0,046
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0678823529411765;;-0,609;-0,146;0,003;0,0679;0;;;0,0005;138;0,069
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,068235294117647;;-0,609;-0,148;-0,095;0,0682;0;;;0,0005;138;0,069
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0685882352941176;;-0,599;-0,145;-0,092;0,0686;0;;;0,0006;115;0,069
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0696470588235294;;-0,604;-0,149;-0,092;0,0696;0;;;0,0006;115;0,069
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0696470588235294;;-0,607;-0,146;-0,095;0,0696;0;;;0,0006;115;0,069
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0696470588235294;;-0,601;-0,148;-0,094;0,0696;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0682941176470588;;-0,596;-0,147;-0,094;0,0683;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0669411764705882;;-0,601;-0,149;-0,09;0,0669;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0679411764705882;;-0,609;-0,145;-0,093;0,0679;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,069235294117647;;-0,596;-0,15;-0,092;0,0692;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0705294117647059;;-0,599;-0,147;-0,092;0,0705;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0718235294117647;;-0,594;-0,147;0,004;0,0718;0;;;0,0006;135;0,081
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0731176470588235;;-0,601;-0,147;0,002;0,0731;0;;;0,0006;105;0,063
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0744117647058823;;-0,609;-0,149;-0,09;0,0744;0;;;0,0006;105;0,063
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0757058823529412;;-0,596;-0,149;-0,093;0,0757;0;;;0,0006;105;0,063
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,077;;-0,586;-0,147;-0,091;0,0770;0;;;0,0006;105;0,063
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0782941176470588;;-0,601;-0,147;-0,092;0,0783;0;;;0,0006;105;0,063
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0795882352941176;;-0,601;-0,148;0,005;0,0796;0;;;0,0005;182;0,091
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0808823529411765;;-0,583;-0,149;-0,094;0,0809;0;;;0,0005;182;0,091
09/08/23 09:08;Intervalle;0,0005;;;;;;;;0,0821764705882353;;-0,601;-0,149;-0,091;0,0822;0;;;0,0005;182;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0827647058823529;;-0,607;-0,148;-0,095;0,0828;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0844117647058823;;-0,601;-0,146;-0,093;0,0844;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0860588235294117;;-0,607;-0,148;-0,093;0,0861;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0877058823529412;;-0,594;-0,149;-0,094;0,0877;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0884117647058823;;-0,604;-0,149;-0,094;0,0884;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0891176470588235;;-0,591;-0,147;-0,092;0,0891;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0881764705882353;;-0,601;-0,147;-0,092;0,0882;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0860588235294117;;-0,607;-0,149;-0,095;0,0861;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0006;;;;;;;;0,0839411764705882;;-0,607;-0,147;-0,092;0,0839;0;;;0,0006;151,666666666667;0,091
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0818235294117647;;-0,588;-0,148;-0,092;0,0818;0;;;0,0007;130;0,091
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0797058823529412;;-0,591;-0,149;-0,09;0,0797;0;;;0,0007;130;0,091
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0775882352941176;;-0,601;-0,149;-0,094;0,0776;0;;;0,0007;130;0,091
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0754705882352941;;-0,604;-0,147;0,003;0,0755;0;;;0,0007;107,142857142857;0,075
09/08/23 09:08;Intervalle;0,0007;;;;;;;;0,0733529411764706;;-0,604;-0,149;-0,091;0,0734;0;;;0,0007;107,142857142857;0,075
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0712352941176471;;-0,594;-0,147;-0,093;0,0712;0;;;0,0007;107,142857142857;0,075
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0691176470588235;;-0,596;-0,148;0,002;0,0691;0;;;0,0007;78,5714285714286;0,055
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0674705882352941;;-0,622;-0,147;-0,092;0,0675;0;;;0,0007;78,5714285714286;0,055
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0658235294117647;;-0,622;-0,15;-0,094;0,0658;0;;;0,0007;78,5714285714286;0,055
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0641764705882353;;-0,604;-0,147;-0,095;0,0642;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0625294117647059;;-0,604;-0,147;-0,092;0,0625;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0608823529411765;;-0,583;-0,149;-0,091;0,0609;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0601764705882353;;-0,614;-0,149;-0,09;0,0602;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0594705882352941;;-0,596;-0,146;-0,091;0,0595;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0587647058823529;;-0,599;-0,149;-0,093;0,0588;0;;;0,0006;91,6666666666667;0,055
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,059235294117647;;-0,601;-0,147;0,002;0,0592;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0597058823529412;;-0,607;-0,146;-0,091;0,0597;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0639411764705882;;-0,604;-0,148;-0,09;0,0639;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0681764705882353;;-0,609;-0,149;-0,089;0,0682;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0724117647058823;;-0,62;-0,151;-0,092;0,0724;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0766470588235294;;-0,612;-0,149;-0,091;0,0766;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0808823529411765;;-0,607;-0,15;-0,092;0,0809;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0851176470588235;;-0,614;-0,149;-0,093;0,0851;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0859411764705882;;-0,604;-0,149;-0,092;0,0859;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0862941176470588;;-0,604;-0,149;-0,094;0,0863;0;;;0,0007;90;0,063
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0866470588235294;;-0,601;-0,149;0,009;0,0866;0;;;0,0007;181,428571428571;0,127
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,087;;-0,609;-0,152;-0,091;0,0870;0;;;0,0007;181,428571428571;0,127
09/08/23 09:09;Intervalle;0,0008;;;;;;;;0,0873529411764706;;-0,599;-0,149;-0,089;0,0874;0;;;0,0008;158,75;0,127
09/08/23 09:09;Intervalle;0,0008;;;;;;;;0,0877058823529412;;-0,617;-0,147;-0,092;0,0877;0;;;0,0008;158,75;0,127
09/08/23 09:09;Intervalle;0,0008;;;;;;;;0,0880588235294117;;-0,609;-0,147;-0,094;0,0881;0;;;0,0008;158,75;0,127
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0884117647058823;;-0,594;-0,148;-0,09;0,0884;0;;;0,0007;181,428571428571;0,127
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0887647058823529;;-0,601;-0,149;0,003;0,0888;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0891176470588235;;-0,607;-0,15;-0,091;0,0891;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0894705882352941;;-0,607;-0,147;-0,094;0,0895;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0860588235294117;;-0,609;-0,15;-0,093;0,0861;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0822941176470588;;-0,622;-0,148;-0,094;0,0823;0;;;0,0007;98,5714285714286;0,069
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0785294117647059;;-0,609;-0,149;-0,091;0,0785;0;;;0,0006;115;0,069
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0747647058823529;;-0,596;-0,149;-0,092;0,0748;0;;;0,0006;115;0,069
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,071;;-0,607;-0,148;-0,09;0,0710;0;;;0,0006;115;0,069
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,067235294117647;;-0,607;-0,147;-0,09;0,0672;0;;;0,0006;115;0,069
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0668823529411765;;-0,622;-0,149;-0,09;0,0669;0;;;0,0006;115;0,069
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0665294117647059;;-0,601;-0,147;-0,09;0,0665;0;;;0,0006;115;0,069
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0661764705882353;;-0,599;-0,148;-0,093;0,0662;0;;;0,0006;115;0,069
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0658235294117647;;-0,62;-0,15;0,002;0,0658;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0006;;;;;;;;0,0654705882352941;;-0,609;-0,149;-0,094;0,0655;0;;;0,0006;105;0,063
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0670588235294117;;-0,601;-0,15;-0,092;0,0671;0;;;0,0007;90;0,063
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0686470588235294;;-0,607;-0,142;-0,093;0,0686;0;;;0,0007;90;0,063
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0702352941176471;;-0,607;-0,145;-0,095;0,0702;0;;;0,0007;90;0,063
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0718235294117647;;-0,601;-0,148;-0,094;0,0718;0;;;0,0007;90;0,063
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0728235294117647;;-0,601;-0,15;-0,09;0,0728;0;;;0,0007;90;0,063
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0698235294117647;;-0,599;-0,147;-0,091;0,0698;0;;;0,0007;90;0,063
09/08/23 09:09;Intervalle;0,0008;;;;;;;;0,0668235294117647;;-0,594;-0,148;-0,093;0,0668;0;;;0,0008;78,75;0,063
09/08/23 09:09;Intervalle;0,0008;;;;;;;;0,0641764705882353;;-0,609;-0,15;-0,091;0,0642;0;;;0,0008;78,75;0,063
09/08/23 09:09;Intervalle;0,0008;;;;;;;;0,0615294117647059;;-0,601;-0,147;0,005;0,0615;0;;;0,0008;120;0,096
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0588823529411765;;-0,596;-0,142;-0,086;0,0589;0;;;0,0007;137,142857142857;0,096
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0562352941176471;;-0,594;-0,146;-0,092;0,0562;0;;;0,0007;137,142857142857;0,096
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0575882352941177;;-0,607;-0,15;-0,091;0,0576;0;;;0,0007;137,142857142857;0,096
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0589411764705882;;-0,599;-0,143;0,004;0,0589;0;;;0,0007;122,857142857143;0,086
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0573529411764706;;-0,614;-0,15;0;0,0574;0;;;0,0007;25,7142857142857;0,018
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0557647058823529;;-0,612;-0,147;-0,092;0,0558;0;;;0,0007;25,7142857142857;0,018
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0541764705882353;;-0,607;-0,149;-0,094;0,0542;0;;;0,0007;25,7142857142857;0,018
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0525882352941177;;-0,609;-0,145;-0,098;0,0526;0;;;0,0007;25,7142857142857;0,018
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0490588235294118;;-0,591;-0,149;-0,095;0,0491;0;;;0,0007;25,7142857142857;0,018
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,0455294117647059;;-0,601;-0,15;-0,093;0,0455;0;;;0,0007;25,7142857142857;0,018
09/08/23 09:09;Intervalle;0,0007;;;;;;;;0,042;;-0,609;-0,152;0,004;0,0420;0;;;0,0007;122,857142857143;0,086
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,0384705882352941;;-0,601;-0,151;-0,097;0,0385;0;;;0,0007;122,857142857143;0,086
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0355294117647059;;-0,601;-0,142;0,001;0,0355;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0365882352941176;;-0,622;-0,143;-0,091;0,0366;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0376470588235294;;-0,609;-0,147;-0,094;0,0376;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,041;;-0,596;-0,15;-0,093;0,0410;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0443529411764706;;-0,609;-0,147;-0,093;0,0444;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0477058823529412;;-0,594;-0,147;-0,089;0,0477;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0510588235294118;;-0,601;-0,148;-0,092;0,0511;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0504117647058823;;-0,591;-0,147;-0,09;0,0504;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0497647058823529;;-0,599;-0,146;-0,093;0,0498;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0520588235294118;;-0,614;-0,145;-0,093;0,0521;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0543529411764706;;-0,588;-0,145;-0,091;0,0544;0;;;0,0006;60;0,036
09/08/23 09:10;Intervalle;0,0006;;;;;;;;0,0566470588235294;;-0,588;-0,149;0,003;0,0566;0;;;0,0006;125;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,0589411764705882;;-0,599;-0,149;-0,09;0,0589;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,061235294117647;;-0,586;-0,148;-0,093;0,0612;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,0635294117647059;;-0,601;-0,145;-0,094;0,0635;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,0658235294117647;;-0,604;-0,148;-0,091;0,0658;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,0681176470588235;;-0,591;-0,149;-0,093;0,0681;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,0704117647058823;;-0,596;-0,149;-0,096;0,0704;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,0727058823529412;;-0,583;-0,144;-0,093;0,0727;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,075;;-0,591;-0,141;-0,091;0,0750;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,075;;-0,594;-0,147;-0,092;0,0750;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,075;;-0,594;-0,15;-0,094;0,0750;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,075;;-0,591;-0,147;-0,091;0,0750;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0007;;;;;;;;0,075;;-0,601;-0,151;-0,089;0,0750;0;;;0,0007;107,142857142857;0,075
09/08/23 09:10;Intervalle;0,0008;;;;;;;;0,075;;-0,599;-0,15;-0,09;0,0750;0;;;0,0008;93,75;0,075
09/08/23 09:10;Intervalle;0,0008;;;;;;;;0,075;;-0,601;-0,145;-0,093;0,0750;0;;;0,0008;93,75;0,075
09/08/23 09:10;Intervalle;0,0008;;;;;;;;0,075;;-0,594;-0,146;-0,091;0,0750;0;;;0,0008;93,75;0,075
09/08/23 09:10;Intervalle;0,0008;;;;;;;;0,075;;-0,617;-0,149;-0,089;0,0750;0;;;0,0008;93,75;0,075
09/08/23 09:10;Intervalle;0,0008;;;;;;;;0,075;;-0,588;-0,147;-0,09;0,0750;0;;;0,0008;93,75;0,075
09/08/23 09:10;Intervalle;0,0008;;;;;;;;0,075;;-0,604;-0,15;-0,093;0,0750;0;;;0,0008;93,75;0,075
09/08/23 09:10;Intervalle;0,0008;;;;;;;;0,075;;-0,609;-0,144;-0,094;0,0750;0;;;0,0008;93,75;0,075
09/08/23 09:10;Intervalle;0,0008;;;;;;;;0,075;;-0,599;-0,146;-0,09;0,0750;0;;;0,0008;93,75;0,075
09/08/23 09:10;Intervalle;0,0008;;;;;;;;0,075;;-0,591;-0,143;-0,091;0,0750;0;;;0,0008;93,75;0,075
